treatment,outcome,bathrooms,bedrooms,condition,floors,grade,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated
0,775000,2.5,4,4,1.0,8,1250,820,2070,2070,8473,9499,0,0,1976,0
0,684680,2.25,4,4,2.0,8,2370,0,2370,2370,9360,9720,0,0,1979,0
0,250000,2.5,3,3,2.0,7,1610,0,1610,1660,6600,7689,0,0,1994,0
0,360000,2.0,4,5,1.0,8,2680,0,2680,1230,18768,15750,0,0,1965,0
0,675000,2.0,5,3,1.5,8,2420,0,2420,1940,21000,8085,0,0,1966,0
0,237000,2.0,3,4,1.0,7,1210,0,1210,1560,6634,7200,0,0,1985,0
0,295000,2.5,4,3,2.0,7,1850,0,1850,1850,8198,7924,0,0,1993,0
0,329000,1.0,3,3,1.5,7,1200,0,1200,1610,5650,5650,0,0,1928,0
0,339999,2.5,3,3,2.0,8,2360,0,2360,1860,8093,6762,0,0,1995,0
0,250000,2.0,3,3,1.0,7,1060,440,1500,1640,5200,5200,0,0,1977,0
0,635250,2.25,3,5,1.0,8,1510,700,2210,2470,22040,14258,0,0,1976,0
0,78000,1.0,2,1,1.0,5,780,0,780,1700,16344,10387,0,0,1942,0
0,330490,2.75,3,4,1.0,7,1040,400,1440,1510,7350,7350,0,0,1980,0
0,325000,2.5,3,3,2.0,7,1740,0,1740,2180,5267,5000,0,0,1999,0
0,335000,2.5,3,3,2.0,7,1740,0,1740,2180,5267,5000,0,0,1999,0
0,314000,2.75,5,5,1.0,7,1460,750,2210,1590,13500,10850,0,0,1963,0
0,809000,2.5,3,3,2.0,9,2590,0,2590,2600,7720,9490,0,0,1988,0
0,535000,2.5,3,3,2.0,9,2790,0,2790,2580,19485,17859,0,0,1990,0
0,275000,1.75,5,3,1.0,7,1140,1040,2180,2140,9178,9261,0,0,1963,0
0,358000,2.75,4,4,1.0,7,1620,960,2580,1570,11900,9375,0,0,1967,0
0,297975,2.25,3,4,1.0,7,1720,1100,2820,1040,8100,8100,0,0,1947,0
0,190000,1.75,3,5,1.0,7,1390,0,1390,1260,7700,7700,0,0,1965,0
0,340000,2.5,4,3,2.0,8,2380,0,2380,2190,9362,9840,0,0,2000,0
0,147000,1.0,3,3,1.0,7,1070,0,1070,920,14000,12500,0,0,1960,0
0,334000,2.25,3,4,2.0,7,2000,0,2000,1950,7225,7464,0,0,1985,0
0,605000,2.5,4,3,1.0,8,1420,1380,2800,2140,10786,10788,0,0,1970,0
0,365000,1.75,3,4,1.0,8,1450,0,1450,2256,61419,82328,0,0,1976,0
0,345000,1.0,3,4,1.0,6,1620,0,1620,1680,10610,10795,0,0,1958,0
0,599000,2.75,5,3,1.0,7,2080,650,2730,2260,22572,15458,0,0,1968,1992
0,255000,2.25,3,5,1.0,7,1740,0,1740,1420,10378,10167,0,0,1977,0
0,295000,1.75,4,4,1.0,7,1800,0,1800,1800,28650,5234,0,0,1975,0
0,550000,3.5,4,3,2.0,10,4150,0,4150,3618,16197,15210,0,0,2006,0
0,225000,1.0,2,4,1.0,5,1070,0,1070,1910,6000,6000,0,0,1922,0
0,520000,0.75,4,4,1.0,7,1320,640,1960,1940,8277,8402,4,1,1923,1986
0,497500,1.5,5,4,1.0,7,1230,940,2170,1670,8610,8610,0,0,1959,0
0,307000,2.0,4,3,2.0,7,1720,670,2390,1950,23972,22750,0,0,1949,0
0,223000,1.75,3,4,1.0,7,1340,0,1340,1510,7473,8240,0,0,1973,0
0,425000,2.75,3,3,2.0,9,2600,0,2600,2800,10874,11504,0,0,1994,0
0,190000,2.25,3,4,1.0,7,1220,420,1640,1560,7730,7566,0,0,1989,0
0,275000,1.75,4,4,1.0,8,1960,0,1960,2010,6177,8162,0,0,1967,0
0,1468000,3.25,4,3,2.0,12,5010,0,5010,4760,34460,34460,0,0,1988,0
0,900000,3.0,6,3,2.0,8,3020,0,3020,1720,13783,13500,0,0,1952,2002
0,290000,2.0,2,3,1.0,7,910,680,1590,1560,9375,8524,0,0,1983,0
0,780000,2.5,4,4,1.0,8,1730,1290,3020,2600,15164,11556,0,0,1976,0
0,572500,2.0,3,3,2.0,9,2290,0,2290,2250,11200,10000,0,0,1979,0
0,389000,1.75,3,4,1.0,7,1090,1090,2180,2050,9220,22400,0,0,1938,0
0,476000,2.5,4,3,2.0,9,2740,0,2740,2740,33158,36074,0,0,1993,0
0,287000,2.25,3,4,1.0,8,1550,750,2300,2000,7200,7350,0,0,1978,0
0,319000,2.5,3,5,2.0,7,1610,0,1610,1840,8544,8190,0,0,1994,0
0,120750,1.75,3,4,1.0,7,1140,0,1140,1510,9628,9633,0,0,1969,0
0,195000,1.75,3,4,1.0,7,1140,0,1140,1510,9628,9633,0,0,1969,0
0,530000,1.75,3,4,1.0,8,1690,0,1690,1840,8190,8705,0,0,1958,0
0,344500,1.75,3,3,1.0,7,1210,680,1890,2040,9535,11108,0,0,1976,0
0,330000,2.5,4,3,2.0,8,2105,0,2105,1930,6093,8022,0,0,2003,0
0,840500,2.25,4,3,1.0,7,1490,800,2290,2290,12174,9379,4,1,1948,0
0,679000,2.5,3,3,2.0,8,2770,0,2770,2660,9350,9695,3,0,1957,2000
0,757500,2.25,5,3,2.0,8,3160,0,3160,2540,8065,7917,0,0,1977,0
0,551100,1.0,3,5,1.0,7,1430,0,1430,1430,8640,9840,0,0,1954,0
0,421000,2.0,3,5,1.0,7,1420,0,1420,2020,12655,9655,0,0,1968,0
0,281000,2.25,4,3,2.0,7,1677,0,1677,1677,3600,3600,0,0,2012,0
1,655275,1.75,3,3,1.0,7,1460,590,2050,2670,11856,11856,0,0,1962,0
0,850000,3.5,3,4,2.0,9,2060,560,2620,2590,11148,10796,4,0,1977,0
0,246000,2.5,3,3,1.0,8,1290,360,1650,1880,6675,6675,0,0,1990,0
0,990000,2.5,4,3,2.0,10,3140,0,3140,2750,11049,11049,0,0,1988,0
0,273000,3.0,4,3,2.0,7,1990,0,1990,1910,6180,6180,0,0,1990,0
0,200000,1.0,2,4,1.0,6,930,0,930,1630,8665,12375,0,0,1938,0
0,839000,1.0,3,3,1.0,7,1230,0,1230,2100,12305,7960,0,0,1955,1990
0,502000,2.5,3,3,1.0,7,1250,620,1870,1550,9135,9100,0,0,1984,0
0,305000,2.25,3,4,1.0,7,1360,750,2110,1660,7665,8436,0,0,1973,0
0,1650000,2.25,3,5,1.0,7,1620,1130,2750,2570,6203,7009,4,1,1959,0
0,387000,1.0,3,5,1.0,7,1230,0,1230,1270,9568,9575,0,0,1962,0
0,248000,2.5,4,3,2.0,7,1770,0,1770,1790,5855,5679,0,0,2003,0
0,279000,2.5,3,3,2.0,7,1660,0,1660,2240,7388,6228,0,0,2003,0
0,361500,2.75,4,3,2.0,7,2190,0,2190,1950,6740,7150,0,0,1995,0
0,404000,1.75,3,3,1.0,7,1720,0,1720,1720,7202,7625,0,0,1995,0
0,319000,3.25,4,3,2.0,8,2360,0,2360,1860,8344,8410,0,0,1990,0
0,320000,1.5,3,4,1.0,6,1490,0,1490,1720,10132,9915,0,0,1969,0
0,1000000,2.75,3,4,1.0,9,1670,700,2370,2840,8900,8956,4,0,1971,0
0,660000,2.5,4,4,2.0,8,2290,0,2290,2290,9120,9120,0,0,1977,0
0,500000,1.5,2,4,1.0,7,1760,0,1760,2200,12000,12088,0,0,1964,0
0,381500,2.5,4,4,2.0,8,2430,0,2430,2430,5556,5556,0,0,2003,0
0,990000,2.25,3,4,2.0,9,2630,0,2630,3140,12899,15320,0,0,1966,0
0,305000,2.5,4,3,1.0,8,1520,990,2510,2210,12000,8320,0,0,1977,0
0,299980,1.5,4,3,1.0,6,790,790,1580,1130,10230,6955,0,0,1945,2008
0,290000,2.5,4,3,2.0,7,1850,0,1850,1750,5674,6875,0,0,1993,0
0,657000,2.75,4,3,1.0,9,1810,1250,3060,1980,35380,10425,0,0,1982,0
0,254500,1.0,2,3,1.0,6,1150,0,1150,1100,11250,11400,0,0,1920,0
0,100000,1.0,2,3,1.0,6,910,0,910,1326,22000,9891,0,0,1956,0
0,208000,1.0,3,4,1.0,6,1300,0,1300,1250,7420,7420,0,0,1960,0
0,405000,3.5,5,3,2.0,9,3006,666,3672,2140,9742,9118,0,0,2006,0
0,568000,2.5,3,3,2.0,9,2740,0,2740,2710,22499,22499,0,0,1994,0
0,235000,2.0,3,4,1.0,6,1090,0,1090,1100,8400,10850,0,0,1961,0
0,175000,1.0,2,3,1.0,7,1410,0,1410,1540,7000,6000,0,0,1968,0
0,335000,1.0,2,3,1.0,7,1410,0,1410,1540,7000,6000,0,0,1968,0
0,619850,2.5,4,5,1.0,8,1500,770,2270,2270,9247,9163,0,0,1972,0
0,225900,1.0,3,4,1.0,7,1010,500,1510,1290,8800,8470,0,0,1963,0
0,215000,2.25,4,4,1.0,7,1900,0,1900,2040,9600,9600,0,0,1967,0
0,802000,2.5,3,3,2.0,9,2580,0,2580,2580,13096,7988,0,0,1986,0
0,330000,2.5,4,3,2.0,9,2340,0,2340,2250,11784,10760,0,0,1997,0
0,549800,2.25,3,4,1.0,7,1580,0,1580,2270,11680,10948,0,0,1958,0
0,195500,1.0,4,4,1.5,6,1230,0,1230,1168,8636,8316,0,0,1954,0
0,338000,2.5,3,3,2.0,7,1590,0,1590,1790,7819,7733,0,0,1992,0
0,3200000,3.25,4,4,1.0,12,3500,3500,7000,4913,28206,14663,4,1,1991,0
0,383000,2.5,4,3,1.0,7,1200,650,1850,1840,8310,10080,0,0,1962,0
0,257000,1.75,3,3,1.0,7,1430,0,1430,1220,7210,7777,0,0,1975,0
0,335000,2.75,4,4,2.0,8,2190,0,2190,2430,9209,6687,0,0,1996,0
0,422000,2.5,4,3,2.0,8,2310,0,2310,1800,6650,9819,2,0,2012,0
0,560000,1.75,3,5,1.0,7,1400,600,2000,2050,10182,10182,0,0,1963,0
0,680000,2.75,4,3,2.0,10,3620,0,3620,3310,35429,54193,0,0,2006,0
0,665000,2.5,3,3,1.0,10,2330,0,2330,3320,15536,17461,2,0,1996,0
0,320000,2.75,6,5,1.0,7,1310,1100,2410,1310,10763,10746,0,0,1957,0
0,250000,2.0,4,3,1.0,7,1470,0,1470,1390,7412,7825,0,0,1967,0
0,423000,1.75,3,5,1.0,7,1100,0,1100,1340,10005,9709,0,0,1964,0
0,601002,2.5,4,3,1.0,8,1050,1000,2050,1990,8094,9020,0,0,1976,0
0,1075000,2.75,4,4,2.0,8,1780,800,2580,2840,8100,10006,1,0,1964,0
0,349950,2.5,3,3,2.0,7,2390,0,2390,2180,6441,7346,0,0,2002,0
0,395000,2.5,4,3,2.0,9,2250,0,2250,2480,6840,7386,0,0,1987,0
0,273500,1.5,3,3,1.0,8,1540,460,2000,1920,15265,15265,0,0,1967,0
0,699000,2.5,3,4,2.0,9,2370,0,2370,2380,10968,8144,0,0,1985,0
0,266750,2.25,3,3,2.0,7,1650,0,1650,1420,10000,10000,0,0,1988,0
0,365000,1.75,4,4,1.5,7,3080,0,3080,1980,32997,5711,0,0,1950,1982
0,242000,1.0,2,3,1.0,6,960,0,960,1020,21850,21850,0,0,1947,0
0,1110000,3.25,4,4,1.0,9,2010,1510,3520,2630,19354,19354,2,0,1978,0
0,265000,1.75,2,5,1.0,8,1090,0,1090,1160,3272,5475,0,0,1970,0
0,1190000,2.5,4,5,2.0,10,3160,0,3160,3490,13194,13194,0,0,1965,0
0,295000,1.75,3,4,1.0,7,1170,350,1520,1520,6559,6095,0,0,1992,0
0,503000,2.0,3,3,2.0,8,1980,610,2590,3170,108900,108900,0,0,1988,0
0,135000,1.0,2,3,1.0,5,600,0,600,1090,6120,6120,0,0,1943,1989
0,259000,1.5,4,5,1.5,7,1260,0,1260,1300,7248,7732,0,0,1955,0
0,210000,2.25,3,4,1.0,7,1470,670,2140,2050,9775,8625,0,0,1978,0
0,375000,1.75,3,4,1.0,7,1800,730,2530,2460,35150,36386,0,0,1977,0
0,339950,2.25,4,3,1.0,8,2170,500,2670,1880,9040,2648,0,0,1955,0
0,320000,2.5,5,4,1.0,8,1510,1510,3020,1610,21441,16445,0,0,1978,0
0,237000,1.5,3,3,1.0,7,960,0,960,1640,7400,8060,0,0,1962,0
0,745000,2.75,3,4,1.0,8,1890,1120,3010,2500,12432,12432,0,0,1970,0
0,1825000,3.75,3,3,2.0,11,4440,1590,6030,4040,39317,12333,0,0,1991,0
0,180000,2.25,3,3,2.0,7,1990,0,1990,1220,6350,6250,0,0,1967,0
0,309950,2.25,3,3,2.0,7,1990,0,1990,1220,6350,6250,0,0,1967,0
0,330000,2.5,3,3,2.0,7,1990,0,1990,1680,9995,7511,0,0,1996,0
0,294000,2.5,4,3,1.0,8,1490,720,2210,2210,8465,7917,0,0,1990,0
0,320900,2.0,3,4,1.0,8,1770,0,1770,2560,7251,7210,0,0,1990,0
0,369950,2.5,4,3,2.0,7,2050,0,2050,2480,4502,4504,0,0,2005,0
0,565000,2.75,4,4,2.0,9,3130,0,3130,2720,139392,104544,0,0,1981,0
0,458000,2.25,3,3,1.0,8,1450,700,2150,2170,9900,9500,0,0,1977,0
0,310000,2.0,3,5,1.0,6,1290,0,1290,1960,6150,6150,1,0,1950,0
0,398000,2.5,5,3,2.0,9,3004,0,3004,2665,5700,5700,0,0,2006,0
0,1005000,3.25,5,3,2.0,12,4050,0,4050,4770,35600,33880,0,0,1990,0
0,250000,2.25,3,3,1.0,7,1300,600,1900,1900,9990,9990,0,0,1961,0
0,1681000,5.25,5,5,2.0,9,3930,900,4830,2880,18707,10520,1,0,1952,1998
0,330000,2.5,4,3,2.0,8,2210,0,2210,2200,5929,5901,0,0,2004,0
0,558000,3.25,4,3,2.0,9,2460,700,3160,2900,8876,10000,0,0,1997,0
0,275000,2.0,3,3,2.0,7,1380,0,1380,1620,3500,3900,0,0,1971,0
0,275000,2.5,3,3,2.0,7,1870,0,1870,1970,6821,6821,0,0,1989,0
0,140000,1.75,3,3,2.0,7,1270,0,1270,1270,8991,8993,0,0,1981,0
0,275000,1.75,4,4,1.0,7,1560,120,1680,2000,19405,12900,0,0,1959,0
0,370000,2.75,3,4,1.0,7,2120,0,2120,1180,7650,7650,0,0,1958,0
0,312000,1.0,4,4,1.0,7,1010,720,1730,1369,8706,8418,0,0,1962,0
0,260000,1.0,2,3,1.5,6,1410,0,1410,1430,5650,5650,0,0,1918,0
0,329950,2.25,3,3,1.0,7,1350,720,2070,1620,7995,6799,0,0,1987,0
0,220000,2.25,3,3,1.0,7,1160,310,1470,1720,7518,8300,0,0,1985,0
0,249950,2.0,5,4,1.0,6,1730,0,1730,1550,7375,7125,0,0,1944,0
0,705000,1.75,4,4,1.0,8,1690,0,1690,2300,11739,11600,0,0,1959,0
0,590000,2.5,4,4,1.5,8,3220,0,3220,1600,7875,7875,0,0,1966,0
0,506000,2.5,3,3,1.0,8,2100,0,2100,1330,213008,214315,0,0,1990,0
0,907500,2.5,4,4,2.0,9,2770,0,2770,2670,8642,9000,0,0,1987,0
0,2271150,3.25,4,4,1.0,9,4040,0,4040,3000,18916,18831,0,0,1954,0
0,237000,1.0,3,3,1.0,7,1130,0,1130,1320,10650,10650,0,0,1954,0
0,235000,1.0,5,5,1.5,6,1500,0,1500,1520,9282,9639,0,0,1966,0
0,334950,2.5,4,3,2.0,7,2230,0,2230,1910,5500,5500,0,0,1999,0
0,253000,2.5,4,3,2.0,7,2230,0,2230,2800,4541,4860,0,0,2006,0
0,675000,2.5,4,3,1.0,8,920,1500,2420,2690,18470,13800,0,0,1968,0
0,267000,1.5,3,3,1.0,7,1090,0,1090,1260,8160,7560,0,0,1967,2014
0,368000,2.5,4,3,2.0,9,2689,0,2689,2665,5724,5700,0,0,2006,0
0,252000,1.75,4,4,1.0,8,1940,0,1940,2405,13370,11769,0,0,1974,0
0,247200,1.0,3,4,1.0,7,1590,0,1590,1560,11200,9750,0,0,1961,0
0,160000,1.0,3,4,1.0,6,880,0,880,990,8976,8760,0,0,1966,0
0,355900,2.5,3,3,2.0,7,2090,0,2090,2040,3821,4200,0,0,2008,0
0,710000,2.5,4,4,1.0,9,1700,930,2630,2430,8580,10240,0,0,1977,0
0,518000,1.75,4,3,1.0,7,1880,680,2560,2210,15000,15150,0,0,1974,0
0,585000,1.75,3,3,1.0,7,2170,0,2170,2840,153767,49500,0,0,1976,0
0,355000,2.5,4,3,2.0,7,2150,0,2150,2220,3600,3915,0,0,2010,0
1,390000,1.5,3,4,1.0,7,1180,0,1180,1510,7700,8800,0,0,1959,0
0,128000,1.0,3,3,1.0,7,1400,0,1400,1280,9690,9600,0,0,1969,0
0,265000,1.0,3,5,1.0,6,1010,0,1010,1510,14948,9600,0,0,1969,0
0,305000,2.25,3,4,1.0,8,1100,530,1630,1830,10962,8470,0,0,1977,0
0,407000,2.5,2,4,2.0,8,1700,0,1700,1700,6635,6635,0,0,1976,0
0,613000,2.5,5,4,1.0,7,1340,730,2070,2090,12000,12000,0,0,1967,0
1,1160000,3.5,4,3,2.0,10,3360,1320,4680,2800,9700,12343,0,0,2005,0
0,450000,2.5,3,3,2.0,10,2730,1070,3800,2980,13071,11110,0,0,1994,0
0,250000,2.5,3,3,2.0,7,1650,0,1650,1490,2802,2084,0,0,2004,0
0,500000,3.0,4,3,3.0,7,3720,0,3720,2020,15048,15180,0,0,1979,2014
0,465000,2.5,4,3,2.0,8,2590,0,2590,2320,16437,15625,0,0,1986,0
0,276900,2.5,3,3,2.0,7,1620,0,1620,1550,7320,7686,0,0,1989,0
0,480000,2.5,3,3,2.0,9,2450,0,2450,2440,28185,33541,0,0,1990,0
0,925000,1.75,3,3,1.0,7,1070,540,1610,1940,10796,10796,0,0,1951,0
0,825000,3.0,3,3,1.0,9,2960,770,3730,2280,35900,16026,0,0,1979,0
0,205000,1.0,3,4,1.0,7,1300,0,1300,2140,9880,9600,0,0,1959,0
0,150000,1.0,2,1,1.5,4,850,0,850,1550,54000,14440,0,0,1950,0
0,593567,2.5,3,3,2.0,9,1770,0,1770,2120,3205,4134,0,0,2005,0
0,751000,2.5,3,3,2.0,10,3090,0,3090,2980,13316,14437,0,0,1992,0
0,295000,1.75,2,4,1.5,6,1050,0,1050,1320,6500,10075,2,0,1925,0
0,480000,1.0,3,4,1.0,7,1160,0,1160,1750,8800,8400,0,0,1959,0
0,672500,2.75,4,3,2.0,9,2620,0,2620,2590,6707,6530,0,0,2000,0
0,1675000,3.25,5,5,1.0,9,2490,2070,4560,3390,19080,20140,0,0,1963,0
0,725000,1.75,4,3,1.0,8,1720,630,2350,2220,7574,8496,0,0,1979,0
0,595000,1.5,4,4,1.0,7,1350,0,1350,1930,8113,8113,0,0,1959,0
0,850000,2.5,4,3,2.0,9,3180,0,3180,3110,11652,15183,1,0,1977,0
0,300000,2.5,4,3,2.0,8,2400,0,2400,2220,7215,7760,0,0,1992,0
0,234950,1.0,3,3,1.0,6,1360,0,1360,1670,9948,8475,0,0,1977,0
0,538000,2.75,3,5,1.0,7,1250,750,2000,2480,7204,17633,0,0,1960,0
0,260000,2.25,3,4,1.0,7,1300,620,1920,1500,9680,9516,0,0,1961,0
0,500000,1.0,4,4,1.0,6,820,340,1160,1670,20100,10200,0,0,1913,0
0,356000,2.25,3,3,2.0,8,2280,0,2280,1920,8765,8265,0,0,1977,0
0,962800,2.75,4,3,2.0,10,3630,0,3630,3800,11775,12451,0,0,1999,0
0,315000,2.5,4,3,2.0,8,2040,0,2040,2260,6300,5877,0,0,2003,0
0,965800,1.75,4,4,1.0,8,1500,1000,2500,1900,8725,8998,0,0,1966,0
0,182200,1.0,4,3,1.5,6,1130,0,1130,1800,13927,8274,0,0,1929,0
0,525000,3.25,5,4,2.0,9,2690,1270,3960,2360,321908,96703,0,0,1989,0
0,443000,3.0,4,3,2.0,9,2620,0,2620,2920,35124,35807,0,0,1987,0
0,1256500,2.5,4,4,2.0,9,3150,0,3150,3200,13700,11900,0,0,1966,0
0,520000,1.75,3,3,1.0,8,1540,0,1540,1540,7558,7863,0,0,1964,0
0,265000,2.75,5,5,1.5,7,1800,1120,2920,1220,5250,5250,0,0,1911,0
0,259500,1.5,4,4,1.0,7,1300,0,1300,1420,7200,7200,0,0,1970,0
0,359950,3.25,4,3,2.0,9,2290,0,2290,2290,4785,4785,0,0,2007,0
0,517000,1.75,3,3,1.0,7,1740,0,1740,1350,10000,7500,0,0,1976,2009
0,579000,1.0,3,3,1.0,8,1280,310,1590,2140,5400,7161,1,0,1948,0
0,320000,2.5,4,3,1.0,7,1500,630,2130,2000,9653,7988,0,0,1978,0
0,635000,1.75,4,4,1.0,8,1370,580,1950,2120,13320,12051,0,0,1969,0
0,400000,2.5,4,3,2.0,8,2150,0,2150,2260,5397,5080,0,0,1998,0
0,455000,1.75,3,4,1.0,7,1270,0,1270,1510,7700,7700,0,0,1968,0
0,572000,1.75,3,5,1.5,6,1850,0,1850,2700,22767,17906,4,0,1908,0
0,162500,1.5,3,3,1.0,7,1390,0,1390,1390,7417,7665,0,0,1967,0
0,342000,1.75,3,3,1.0,7,1280,500,1780,1780,10409,7415,0,0,1981,0
0,315000,2.5,4,3,2.0,7,3130,0,3130,3020,5999,5997,0,0,2006,0
0,277500,2.5,4,3,1.0,8,1750,800,2550,2260,7500,8800,0,0,1976,0
0,392000,2.75,4,3,2.0,8,1940,0,1940,1840,6555,6912,0,0,1990,0
0,133000,2.0,5,3,1.5,6,1430,0,1430,1860,5600,5980,0,0,1947,0
0,440000,2.0,5,3,1.5,6,1430,0,1430,1860,5600,5980,0,0,1947,0
0,335000,2.5,4,3,2.0,8,2520,0,2520,2350,7205,7632,0,0,1987,0
0,292000,2.75,4,3,2.0,8,2414,0,2414,1500,7693,7177,0,0,2006,0
0,525000,2.75,4,3,1.0,7,1700,830,2530,2530,11549,10000,0,0,1942,0
0,435000,2.5,3,3,2.0,9,2530,0,2530,2370,16102,14957,0,0,1989,0
0,359900,2.75,5,4,1.5,7,2790,0,2790,1480,7600,7600,0,0,1965,0
0,700000,1.75,4,3,1.0,7,1150,800,1950,1600,7139,13122,4,1,1957,0
0,655000,2.5,4,3,2.0,9,3110,0,3110,3080,24466,22185,0,0,1997,0
0,2480000,5.0,4,3,1.0,12,3090,2220,5310,5220,16909,15701,4,0,1992,0
0,499950,2.5,3,3,2.0,9,2580,0,2580,1660,23925,8460,0,0,2001,0
0,970000,2.75,4,3,2.0,11,3980,0,3980,3800,9209,9333,0,0,2002,0
0,330000,2.5,4,4,1.0,8,1400,680,2080,2090,7000,7082,0,0,1989,0
0,670000,1.75,4,4,1.0,9,1930,0,1930,2110,9310,10290,0,0,1968,0
0,1160000,2.5,4,4,2.0,10,2940,920,3860,3720,10361,13155,2,0,1985,0
0,440000,2.5,4,3,2.0,9,2880,0,2880,2650,8061,7660,0,0,1988,0
0,255000,2.0,3,3,1.0,7,1290,0,1290,1290,13282,12357,0,0,1978,0
0,1520000,3.5,5,3,2.0,11,3920,2010,5930,3860,13288,12062,2,0,1996,0
0,322000,2.5,4,3,2.0,7,1950,0,1950,1780,4553,4598,0,0,2000,0
0,205000,1.0,4,4,1.0,7,1340,0,1340,1090,7920,9600,0,0,1970,0
0,183000,1.0,2,4,1.0,7,760,0,760,1370,7272,7866,0,0,1980,0
0,409000,2.75,4,4,2.0,8,3230,0,3230,2550,12651,12081,0,0,2002,0
0,280000,2.5,3,3,2.0,7,1600,0,1600,1830,7936,7936,0,0,1996,0
0,286000,1.0,3,3,1.0,7,950,0,950,1250,8400,8400,0,0,1958,0
0,570000,3.5,4,3,1.0,10,2300,1690,3990,3410,23544,15932,2,0,1999,0
0,362000,2.5,3,3,2.0,8,2310,0,2310,2310,7485,8142,0,0,1986,0
0,172500,1.0,3,3,1.0,7,1140,0,1140,1270,8800,13560,0,0,1972,0
0,840000,2.5,4,4,1.0,8,1650,520,2170,2350,9796,9796,0,0,1980,0
0,282500,1.0,4,4,1.0,7,1650,0,1650,1650,9750,10112,0,0,1964,0
0,265000,2.25,3,4,1.0,7,1140,240,1380,1640,7226,7823,0,0,1987,0
0,300499,2.5,4,3,2.0,8,2150,0,2150,2170,7944,8319,0,0,1990,0
0,865000,1.5,3,3,1.0,7,1790,0,1790,2080,7526,10943,0,0,1953,2014
0,1565000,2.75,4,4,1.5,7,2130,840,2970,1980,12750,15300,1,0,1918,1986
0,245000,2.25,4,3,2.0,7,2190,0,2190,1570,9113,8306,0,0,1986,0
0,379950,2.5,4,3,2.0,8,2680,0,2680,2010,4500,4500,0,0,2011,0
0,415000,3.5,4,3,2.0,8,2240,800,3040,2220,7125,7800,1,0,2002,0
0,427500,2.5,4,3,2.0,9,2460,0,2460,2490,5091,4750,0,0,2003,0
0,339300,2.0,3,5,1.0,7,970,0,970,1230,10000,7500,0,0,1972,0
0,275000,1.5,3,4,1.0,6,1400,0,1400,1160,9750,9750,0,0,1964,0
0,299250,2.5,3,3,2.0,9,2530,0,2530,2530,8669,9469,0,0,1990,0
0,431000,2.5,4,3,2.0,7,2300,0,2300,1770,6087,5907,0,0,2001,0
0,285000,1.75,3,3,1.0,7,1090,900,1990,2150,6500,6500,0,0,1961,0
0,778000,3.0,3,4,1.0,9,2630,0,2630,2660,10156,10455,0,0,1987,0
0,415000,1.0,3,4,1.0,7,1300,0,1300,1570,7975,9075,0,0,1958,0
0,910000,2.25,3,4,1.0,8,1660,520,2180,2600,9865,10034,0,0,1966,0
0,860000,2.5,3,3,2.0,10,2770,0,2770,2890,9136,8442,0,0,1991,0
0,782000,2.5,4,3,2.0,10,1980,850,2830,2830,20345,13732,0,0,1979,0
0,345000,1.75,3,3,1.0,7,1320,670,1990,2130,5650,5650,1,0,1963,0
0,279000,2.25,3,3,1.0,7,1170,900,2070,1570,7800,8400,0,0,1964,0
0,237000,1.0,3,4,1.0,7,1300,0,1300,1290,8160,8970,0,0,1960,0
0,200500,1.75,3,4,1.0,7,1260,0,1260,1800,9346,9705,0,0,1963,0
0,305000,2.0,3,4,1.0,7,1430,0,1430,1200,12430,8250,0,0,1957,0
0,981000,2.5,4,3,1.0,8,2110,0,2110,2230,10100,10100,2,0,1968,2005
0,276000,2.5,4,4,2.0,7,2068,0,2068,1560,7242,7524,0,0,1976,0
0,555000,2.75,5,3,1.0,8,1440,1370,2810,2480,13144,13144,0,0,1964,0
0,264500,1.5,3,3,1.0,7,1050,530,1580,2240,14040,12000,0,0,1980,0
0,240000,2.5,3,3,2.0,8,1620,0,1620,1650,5250,5250,0,0,1987,0
0,294950,2.25,4,3,1.0,7,1160,580,1740,1630,9600,9600,2,0,1957,0
0,693000,2.25,3,4,2.0,9,1420,700,2120,2950,13644,17060,1,0,1973,0
0,478000,2.5,4,3,2.0,8,2780,0,2780,2450,7290,7738,0,0,1989,0
0,635000,2.5,4,3,2.0,8,2070,0,2070,2440,11286,10826,0,0,1996,0
0,350000,2.5,4,3,2.0,8,2610,0,2610,2480,5866,5188,0,0,2005,0
0,279950,2.25,3,4,2.0,7,1340,0,1340,1470,7202,7395,0,0,1989,0
0,620000,1.75,5,3,1.0,7,1000,1000,2000,2040,8713,8449,2,0,1962,0
0,325000,2.25,4,4,2.0,7,1920,0,1920,1840,11603,7350,0,0,1967,0
0,475000,1.75,3,5,1.0,8,2270,0,2270,2440,13000,10000,0,0,1968,0
0,154000,3.0,3,3,1.0,6,1020,510,1530,1410,9997,9997,0,0,1992,0
0,1190000,3.0,5,4,2.0,11,2610,720,3330,3330,19126,16893,0,0,1977,0
0,376950,2.5,4,3,2.0,8,2643,0,2643,2406,5750,5772,0,0,2012,0
0,230000,1.0,3,4,1.0,6,880,0,880,1440,9035,10350,0,0,1967,0
0,185000,1.75,3,3,1.0,7,1130,0,1130,1830,7000,8880,0,0,1978,0
0,274950,1.0,3,3,1.0,6,1050,400,1450,1510,8820,8820,0,0,1958,0
